acc_raw_int,acc_raw_float,acc_HP_float,acc_HP_float
-272,-272,-53.9195,-53
-240,-240,9.5919,9
-218,-218,-49.0947,-49
-215,-215,-73.3317,-73
-199,-199,-29.7929,-29
-184,-184,-69.3348,-69
-230,-230,-106.1916,-106
-246,-246,-71.8995,-71
-247,-247,-85.6595,-85
-205,-205,-117.7113,-117
-239,-239,-83.3011,-83
-278,-278,-49.6229,-49
-259,-259,-58.7149,-58
-230,-230,-66.6185,-66
-248,-248,-32.8196,-32
-240,-240,-27.495,-27
-217,-217,-74.3195,-74
-219,-219,-100.8285,-100
-240,-240,-72.902,-72
-206,-206,-48.6059,-48
-201,-201,-66.797,-66
-277,-277,-63.5168,-63
-245,-245,-33.3319,-33
-168,-168,-64.3798,-64
-211,-211,-83.3421,-83
-250,-250,-79.0962,-79
-247,-247,-30.5729,-30
-231,-231,-66.1454,-66
-208,-208,-91.877,-91
-240,-240,-71.0837,-71
-253,-253,-75.5493,-75
-256,-256,-88.2904,-88
-249,-249,-78.8616,-78
-228,-228,-93.3919,-93
-207,-207,-91.261,-91
-217,-217,-43.0106,-43
-222,-222,-59.33,-59
-222,-222,-69.9822,-69
-186,-186,-80.8746,-80
-222,-222,-87.7608,-87
-283,-283,-84.0824,-84
-248,-248,-92.8347,-92
-223,-223,-53.6454,-53
-283,-283,-57.4277,-57
-253,-253,-51.1097,-51
-231,-231,-76.0484,-76
-221,-221,-65.8317,-65
-213,-213,-9.1345,-9
-218,-218,-52.9782,-52
-197,-197,-107.1798,-107
-264,-264,-75.1303,-75
-287,-287,-53.8116,-53
-222,-222,-49.8943,-49
-219,-219,-33.5826,-33
-290,-290,-19.0565,-19
-270,-270,-64.3626,-64
-213,-213,-79.9243,-79
-221,-221,-81.4986,-81
-248,-248,-39.2816,-39
-252,-252,-72.8272,-72
-216,-216,-112.42,-112
-240,-240,-93.864,-93
-245,-245,-64.6387,-64
-255,-255,-82.4496,-82
-270,-270,-74.7791,-74
-270,-270,-51.647,-51
-207,-207,-52.9635,-52
-219,-219,-73.6221,-73
-253,-253,-39.9837,-39
-257,-257,-35.2283,-35
-249,-249,-110.8643,-110
-262,-262,-78.7835,-78
-275,-275,-2.0172,-2
-242,-242,-44.4512,-44
-252,-252,-83.0863,-83
-229,-229,-80.1286,-80
-231,-231,-64.7224,-64
-244,-244,-41.0707,-41
-274,-274,-72.5699,-72
-177,-177,-85.9527,-85
-170,-170,-88.9693,-88
-208,-208,-81.8095,-81
-287,-287,-60.7956,-60
-292,-292,-39.4182,-39
-217,-217,-49.4348,-49
-250,-250,-55.0059,-55
-218,-218,-54.6847,-54
-207,-207,-18.4961,-18
-230,-230,-54.2688,-54
-260,-260,-115.0751,-115
-269,-269,-79.9988,-79
-250,-250,-54.7791,-54
-253,-253,-115.2159,-115
-262,-262,-84.9601,-84
-231,-231,-62.9181,-62
-231,-231,-52.4567,-52
-257,-257,-44.4535,-44
-265,-265,-50.0303,-50
-259,-259,-28.1626,-28
-284,-284,-94.1999,-94
-258,-258,-117.5446,-117
-214,-214,-52.7873,-52
-234,-234,-49.6897,-49
-259,-259,-120.7031,-120
-246,-246,-100.7023,-100
-248,-248,-42.863,-42
-301,-301,-50.3966,-50
-302,-302,-77.1496,-77
-240,-240,-81.61,-81
-255,-255,-44.9397,-44
-292,-292,-68.187,-68
-269,-269,-73.3281,-73
-210,-210,-83.6919,-83
-253,-253,-98.2729,-98
-238,-238,-98.2707,-98
-214,-214,-35.5076,-35
-202,-202,-47.4001,-47
-279,-279,-80.8727,-80
-278,-278,-85.1175,-85
-257,-257,-76.9528,-76
-254,-254,-88.7149,-88
-226,-226,-102.1357,-102
-249,-249,-70.0304,-70
-248,-248,-79.1784,-79
-262,-262,-55.446,-55
-225,-225,-57.4404,-57
-190,-190,-70.687,-70
-254,-254,-100.8505,-100
-231,-231,-3.2939,-3
-222,-222,3.9149,3
-251,-251,-33.9715,-33
-235,-235,-113.0333,-113
-209,-209,-118.3293,-118
-207,-207,-43.5942,-43
-222,-222,-76.3805,-76
-212,-212,-44.2893,-44
-237,-237,-33.2273,-33
-238,-238,-56.6473,-56
-298,-298,-85.903,-85
-284,-284,-93.9361,-93
-220,-220,-75.5173,-75
-221,-221,-78.8912,-78
-232,-232,-87.0662,-87
-251,-251,-56.5191,-56
-279,-279,-56.7323,-56
-246,-246,-82.8146,-82
-228,-228,-90.8967,-90
-213,-213,-84.8343,-84
-215,-215,-110.1347,-110
-231,-231,-83.1985,-83
-214,-214,-39.0351,-39
-201,-201,-60.12,-60
-227,-227,-85.1909,-85
-240,-240,-71.2525,-71
-241,-241,-73.67,-73
-215,-215,-127.5943,-127
-222,-222,-128.527,-128
-193,-193,-66.3046,-66
-224,-224,-81.3834,-81
-274,-274,-118.8867,-118
-270,-270,-95.526,-95
-227,-227,-36.5707,-36
-185,-185,-79.6645,-79
-213,-213,-64.6576,-64
-227,-227,-40.852,-40
-231,-231,-29.8726,-29
-278,-278,-106.6578,-106
-273,-273,-105.1893,-105
-258,-258,-84.2236,-84
-264,-264,-81.4075,-81
-263,-263,-53.2936,-53
-212,-212,-76.3237,-76
-219,-219,-75.9762,-75
-281,-281,-89.8426,-89
-252,-252,-53.2297,-53
-239,-239,-18.266,-18
-199,-199,-82.2587,-82
-247,-247,-58.9473,-58
-215,-215,-51.4556,-51
-204,-204,-80.5979,-80
-210,-210,-64.1317,-64
-249,-249,-37.1233,-37
-221,-221,-35.3269,-35
-171,-171,-51.7152,-51
-239,-239,-41.3591,-41
-230,-230,-66.9569,-66
-198,-198,-68.2865,-68
-233,-233,-128.0693,-128
-251,-251,-113.7686,-113
-224,-224,-49.8698,-49
-215,-215,-51.3798,-51
-237,-237,-62.5045,-62
-232,-232,-81.5644,-81
-270,-270,-110.0796,-110
-244,-244,-77.1712,-77
-227,-227,-58.9567,-58
-268,-268,-43.937,-43
-234,-234,-46.1896,-46
-220,-220,-62.0462,-62
-200,-200,-45.6747,-45
-189,-189,-33.5116,-33
-192,-192,-59.4063,-59
-217,-217,-72.226,-72
-238,-238,-73.5526,-73
-238,-238,-47.648,-47
-227,-227,-54.0942,-54
-252,-252,-25.2764,-25
-278,-278,-57.2186,-57
-259,-259,-107.0389,-107
-259,-259,-102.5917,-102
-231,-231,-60.0734,-60
-207,-207,-19.0325,-19
-211,-211,-46.5074,-46
-244,-244,-60.7677,-60
-283,-283,-65.0181,-65
-234,-234,-112.1669,-112
-218,-218,-106.1516,-106
-221,-221,-91.3273,-91
-241,-241,-97.7119,-97
-213,-213,-96.8722,-96
-211,-211,-46.3615,-46
-266,-266,-52.9864,-52
-264,-264,-114.9762,-114
-219,-219,-85.8637,-85
-264,-264,-73.348,-73
-284,-284,-33.6717,-33
-188,-188,-80.832,-80
-253,-253,-49.1357,-49
-274,-274,-38.1487,-38
-204,-204,-43.7987,-43
-214,-214,-83.0866,-83
-241,-241,-55.4093,-55
-231,-231,-5.3821,-5
-213,-213,-73.1717,-73
-240,-240,-64.266,-64
-269,-269,-31.8062,-31
-227,-227,-66.8116,-66
-215,-215,-84.0647,-84
-222,-222,-57.4059,-57
-270,-270,-49.2571,-49
-236,-236,-71.1813,-71
-231,-231,-65.9881,-65
-246,-246,-103.6771,-103
-253,-253,-77.2663,-77
-219,-219,-60.7954,-60
-257,-257,-101.9619,-101
-276,-276,-68.0001,-68
-223,-223,-53.9018,-53
-238,-238,-33.5909,-33
-285,-285,-22.6398,-22
-209,-209,-25.773,-25
-184,-184,-50.4291,-50
-233,-233,-71.2074,-71
-263,-263,-71.1007,-71
-213,-213,-60.4664,-60
-218,-218,-85.3317,-85
-289,-289,-111.5249,-111
-255,-255,-91.9365,-91
-191,-191,-91.3144,-91
-225,-225,-63.438,-63
-280,-280,-39.9339,-39
-250,-250,-44.3861,-44
-212,-212,-76.9133,-76
-244,-244,-115.6189,-115
-273,-273,-66.418,-66
-232,-232,-49.747,-49
-196,-196,-52.9478,-52
-274,-274,-73.0843,-73
-248,-248,-44.9607,-44
-242,-242,-42.9507,-42
-293,-293,-98.4741,-98
-255,-255,-96.2009,-96
-211,-211,-50.3184,-50
-214,-214,-95.7693,-95
-229,-229,-115.91,-115
-248,-248,-20.3362,-20
-241,-241,-84.5294,-84
-235,-235,-105.9018,-105
-217,-217,-35.973,-35
-176,-176,-45.9021,-45
-202,-202,-72.3614,-72
-268,-268,-62.6431,-62
-260,-260,-45.1722,-45
-235,-235,-71.0945,-71
-258,-258,-100.1339,-100
-238,-238,-58.5044,-58
-227,-227,-45.9495,-45
-214,-214,-52.7316,-52
-260,-260,-101.043,-101
-296,-296,-66.9694,-66
-231,-231,-61.614,-61
-246,-246,-76.6312,-76
-278,-278,-82.9907,-82
-226,-226,-49.3945,-49
-233,-233,-87.6063,-87
-257,-257,-105.9575,-105
-279,-279,-53.3334,-53
-231,-231,-68.4772,-68
-204,-204,-115.7388,-115
-273,-273,-39.6852,-39
-273,-273,-14.4241,-14
-271,-271,-62.8843,-62
-243,-243,-92.5168,-92
-227,-227,-42.511,-42
-196,-196,-47.7262,-47
-196,-196,-118.4489,-118
-227,-227,-84.1445,-84
-216,-216,-20.5157,-20
-249,-249,-54.5153,-54
-282,-282,-109.8027,-109
-284,-284,-79.9645,-79
-235,-235,-41.8164,-41
-208,-208,-73.3624,-73
-275,-275,-101.7466,-101
-244,-244,-61.4438,-61
-228,-228,-25.6335,-25
-231,-231,-103.5345,-103
-234,-234,-77.2142,-77
-237,-237,-71.5682,-71
-228,-228,-122.542,-122
-214,-214,-83.7958,-83
-209,-209,-39.939,-39
-199,-199,-43.6733,-43
-247,-247,-58.0119,-58
-263,-263,-76.7384,-76
-222,-222,-71.134,-71
-216,-216,-64.2099,-64
-248,-248,-45.9394,-45
-200,-200,-6.0299,-6
-196,-196,-31.9288,-31
-203,-203,-97.6211,-97
-230,-230,-89.8068,-89
-211,-211,-65.1262,-65
-194,-194,-87.8607,-87
-219,-219,-67.5782,-67
-268,-268,-57.1844,-57
-210,-210,-44.4372,-44
-210,-210,-90.4224,-90
-295,-295,-125.6864,-125
-285,-285,-61.1537,-61
-255,-255,-76.2266,-76
-247,-247,-108.0417,-108
-253,-253,-55.9796,-55
-215,-215,-63.5631,-63
-207,-207,-87.1441,-87
-245,-245,-108.9735,-108
-248,-248,-61.7854,-61
-219,-219,-34.6496,-34
-217,-217,-103.1317,-103
-227,-227,-104.3209,-104
-188,-188,-102.7667,-102
-176,-176,-74.2236,-74
-245,-245,-57.8886,-57
-255,-255,-27.6518,-27
-226,-226,-27.6463,-27
-204,-204,-57.835,-57
-247,-247,-47.4676,-47
-264,-264,-81.378,-81
-244,-244,-113.8989,-113
-237,-237,-115.2338,-115
-246,-246,-66.7881,-66
-277,-277,-40.304,-40
-274,-274,-106.8117,-106
-268,-268,-75.4356,-75
-205,-205,-60.1889,-60
-200,-200,-63.8023,-63
-236,-236,-65.751,-65
-267,-267,-69.1694,-69
-270,-270,-60.2494,-60
-205,-205,-45.707,-45
-261,-261,-41.318,-41
-249,-249,-31.9441,-31
-231,-231,-79.8934,-79
-219,-219,-95.7216,-95
-269,-269,-54.4131,-54
-231,-231,-48.5721,-48
-223,-223,-80.7194,-80
-253,-253,-32.9413,-32
-214,-214,-29.5192,-29
-203,-203,-36.1562,-36
-243,-243,-62.234,-62
-285,-285,-43.3293,-43
-260,-260,-26.6763,-26
-234,-234,-51.3869,-51
-260,-260,-100.6501,-100
-223,-223,-42.8305,-42
-216,-216,-43.0307,-43
-219,-219,-127.4173,-127
-255,-255,-116.9484,-116
-220,-220,-87.9653,-87
-188,-188,-79.8556,-79
-256,-256,-85.3962,-85
-281,-281,-48.049,-48
-208,-208,-39.9707,-39
-168,-168,-77.7814,-77
-237,-237,-80.514,-80
-264,-264,-52.1503,-52
-243,-243,-50.4471,-50
-213,-213,-59.4863,-59
-236,-236,-20.5347,-20
-217,-217,-8.648,-8
-224,-224,-78.0821,-78
-218,-218,-88.3106,-88
-231,-231,-59.6763,-59
-213,-213,-37.6135,-37
-188,-188,-80.2103,-80
-207,-207,-97.3975,-97
-220,-220,-76.955,-76
-234,-234,-69.5534,-69
-233,-233,-78.6314,-78
-265,-265,-110.3072,-110
-240,-240,-107.639,-107
-225,-225,-100.7058,-100
-291,-291,-38.0592,-38
-265,-265,-33.1974,-33
-197,-197,-69.2079,-69
-224,-224,-100.1693,-100
-230,-230,-103.1268,-103
-239,-239,-38.2308,-38
-203,-203,-94.469,-94
-236,-236,-82.4892,-82
-237,-237,-64.5681,-64
-184,-184,-51.9893,-51
-204,-204,-101.9017,-101
-235,-235,-64.5333,-64
-250,-250,-56.5785,-56
-251,-251,-86.1064,-86
-216,-216,-47.8454,-47
-240,-240,-36.8482,-36
-241,-241,-76.7006,-76
-220,-220,-118.3585,-118
-257,-257,-93.6016,-93
-241,-241,-67.8147,-67
-234,-234,-93.4558,-93
-225,-225,-55.8581,-55
-240,-240,-49.7469,-49
-190,-190,-52.8607,-52
-186,-186,-87.8686,-87
-205,-205,-53.2763,-53
-233,-233,-21.8567,-21
-228,-228,-90.088,-90
-252,-252,-115.058,-115
-279,-279,-42.5539,-42
-210,-210,-2.7277,-2
-211,-211,-71.2801,-71
-267,-267,-98.2486,-98
-271,-271,-77.6298,-77
-232,-232,-47.6769,-47
-211,-211,-70.6128,-70
-287,-287,-52.0431,-52
-255,-255,-59.1024,-59
-221,-221,-52.1464,-52
-211,-211,-65.1468,-65
-255,-255,-47.5795,-47
-246,-246,-22.872,-22
-229,-229,-41.295,-41
-210,-210,-54.1987,-54
-200,-200,-68.6506,-68
-241,-241,-67.7899,-67
-216,-216,-99.757,-99
-240,-240,-74.3937,-74
-211,-211,-59.6079,-59
-237,-237,-125.7884,-125
-244,-244,-100.6862,-100
-221,-221,-32.7318,-32
-220,-220,-59.2312,-59
-166,-166,-65.0051,-65
-227,-227,-74.0777,-74
-261,-261,-38.971,-38
-237,-237,-71.1721,-71
-208,-208,-72.461,-72
-229,-229,-19.7533,-19
-212,-212,-39.9667,-39
-246,-246,-70.2557,-70
-242,-242,-85.8219,-85
-272,-272,-86.8329,-86
-241,-241,-51.3901,-51
-237,-237,-75.932,-75
-268,-268,-76.9439,-76
-224,-224,-55.3578,-55
-222,-222,-91.8371,-91
-197,-197,-76.3488,-76
-257,-257,-69.6765,-69
-257,-257,-60.2522,-60
-247,-247,-75.735,-75
-234,-234,-25.7678,-25
-236,-236,-21.6499,-21
-230,-230,-40.1165,-40
-251,-251,-68.5501,-68
-288,-288,-63.7766,-63
-258,-258,-86.6753,-86
-197,-197,-113.4305,-113
-235,-235,-45.4469,-45
-251,-251,-46.8296,-46
-207,-207,-101.7907,-101
-208,-208,-105.462,-105
-243,-243,-66.7443,-66
-259,-259,-46.0576,-46
-210,-210,-121.7171,-121
-199,-199,-90.0136,-90
-223,-223,-55.8747,-55
-232,-232,-45.9055,-45
-228,-228,-89.6832,-89
-267,-267,-80.8087,-80
-268,-268,-63.9824,-63
-236,-236,-44.5947,-44
-278,-278,-34.2317,-34
-288,-288,-74.8538,-74
-264,-264,-49.7521,-49
-185,-185,-73.3923,-73
-217,-217,-44.7847,-44
-265,-265,-70.8758,-70
-231,-231,-76.9361,-76
-253,-253,-54.2996,-54
-268,-268,-54.1175,-54
-240,-240,0.4077,0
-200,-200,-60.5005,-60
-185,-185,-94.4242,-94
-235,-235,-70.8528,-70
-255,-255,-41.2445,-41
-248,-248,-62.1461,-62
-252,-252,-45.7533,-45
-221,-221,-79.3547,-79
-216,-216,-74.8737,-74
-253,-253,-104.5882,-104
-277,-277,-73.458,-73
-231,-231,-69.9066,-69
-191,-191,-100.5948,-100
-226,-226,-56.5643,-56
-222,-222,-54.8381,-54
-217,-217,-29.3136,-29
-236,-236,-89.5282,-89
-241,-241,-89.5757,-89
-221,-221,-79.682,-79
-221,-221,-66.4553,-66
-235,-235,-69.0927,-69
-213,-213,-63.071,-63
-198,-198,-83.7845,-83
-192,-192,-120.4476,-120
-240,-240,-90.5046,-90
-247,-247,-29.1509,-29
-195,-195,-66.9307,-66
-208,-208,-84.0128,-84
-264,-264,-39.8917,-39
-227,-227,-40.1322,-40
-209,-209,-75.2264,-75
-245,-245,-91.8138,-91
-248,-248,-43.0699,-43
-274,-274,-30.9351,-30
-272,-272,-55.3909,-55
-225,-225,-64.9062,-64
-209,-209,-61.0719,-61
-187,-187,-99.5624,-99
-239,-239,-100.7355,-100
-252,-252,-68.963,-68
-214,-214,-111.2698,-111
-229,-229,-121.3889,-121
-271,-271,-96.7183,-96
-231,-231,-18.1025,-18
-205,-205,-49.8487,-49
-230,-230,-98.2964,-98
-235,-235,-63.9448,-63
-266,-266,-85.829,-85
-248,-248,-101.163,-101
-227,-227,-73.205,-73
-213,-213,-33.9848,-33
-209,-209,-18.1458,-18
-232,-232,-67.7504,-67
-261,-261,-88.1257,-88
-208,-208,-81.6352,-81
-214,-214,-85.4122,-85
-244,-244,-54.6718,-54
-239,-239,-49.2311,-49
-223,-223,-86.4037,-86
-197,-197,-110.1785,-110
-216,-216,-64.7824,-64
-222,-222,-24.9468,-24
-212,-212,-59.6632,-59
-252,-252,-56.3447,-56
-240,-240,-51.3985,-51
-191,-191,-70.8699,-70
-193,-193,-75.1673,-75
-175,-175,-55.4379,-55
-303,-303,-55.5416,-55
-245,-245,-69.7862,-69
-169,-169,-47.9814,-47
-232,-232,-33.1468,-33
-267,-267,-26.8576,-26
-245,-245,-74.4454,-74
-195,-195,-82.1098,-82
-236,-236,-31.023,-31
-247,-247,-43.4674,-43
-271,-271,-99.2264,-99
-258,-258,-62.8363,-62
-214,-214,-44.8558,-44
-164,-164,-80.5518,-80
-175,-175,-83.5597,-83
-261,-261,-110.264,-110
-273,-273,-108.3253,-108
-202,-202,-61.0644,-61
-275,-275,-44.8867,-44
-266,-266,-22.9132,-22
-208,-208,-74.4917,-74
-162,-162,-87.766,-87
-239,-239,-50.3008,-50
-237,-237,-64.7851,-64
-225,-225,-106.8048,-106
-224,-224,-67.2902,-67
-248,-248,-42.3892,-42
-250,-250,-66.8413,-66
-215,-215,-71.2334,-71
-266,-266,-102.693,-102
-281,-281,-84.292,-84
-247,-247,-63.0997,-63
-249,-249,-49.4954,-49
-275,-275,-45.9203,-45
-270,-270,-68.9334,-68
-230,-230,-97.146,-97
-217,-217,-43.8954,-43
-227,-227,-50.0196,-50
-207,-207,-80.0263,-80
-232,-232,-75.4453,-75
-253,-253,-59.4013,-59
-238,-238,-32.8224,-32
-210,-210,-51.558,-51
-209,-209,-58.2718,-58
-259,-259,-48.6883,-48
-232,-232,-88.0874,-88
-251,-251,-76.0354,-76
-257,-257,-26.9706,-26
-241,-241,-28.6113,-28
-234,-234,-10.4927,-10
-252,-252,-138.6704,-138
-239,-239,-80.5668,-80
-231,-231,-4.2961,-4
-225,-225,-67.5462,-67
-261,-261,-102.5723,-102
-261,-261,-80.4455,-80
-245,-245,-29.6279,-29
-258,-258,-70.4238,-70
-251,-251,-82.0254,-82
-216,-216,-105.7355,-105
-227,-227,-91.8832,-91
-248,-248,-48.3318,-48
-239,-239,1.5348,1
-236,-236,-8.8516,-8
-252,-252,-94.7132,-94
-239,-239,-106.3005,-106
-204,-204,-35.3911,-35
-210,-210,-109.0576,-109
-283,-283,-100.0406,-100
-290,-290,-42.0465,-42
-256,-256,4.8984,4
-188,-188,-71.9452,-71
-230,-230,-70.3984,-70
-193,-193,-58.1572,-58
-195,-195,-56.5949,-56
-221,-221,-81.1519,-81
-221,-221,-83.4387,-83
-200,-200,-48.0506,-48
-188,-188,-99.0197,-99
-237,-237,-113.5481,-113
-274,-274,-79.7027,-79
-256,-256,-81.8931,-81
-244,-244,-107.9726,-107
-246,-246,-102.8879,-102
-196,-196,-62.5602,-62
-189,-189,-49.2299,-49
-243,-243,-59.9281,-59
-254,-254,-39.7066,-39
-241,-241,-64.2138,-64
-224,-224,-85.2919,-85
-246,-246,-70.4561,-70
-219,-219,-42.7845,-42
-208,-208,-41.497,-41
-221,-221,-91.4034,-91
-261,-261,-64.4468,-64
-278,-278,-82.7667,-82
-258,-258,-88.9037,-88
-273,-273,-73.4662,-73
-253,-253,-66.2945,-66
-196,-196,-84.5337,-84
-244,-244,-69.7014,-69
-273,-273,-62.5367,-62
-241,-241,-57.5518,-57
-249,-249,-92.5481,-92
-249,-249,-92.0537,-92
-214,-214,-76.4684,-76
-227,-227,-90.1775,-90
-237,-237,-82.5548,-82
-226,-226,-47.4466,-47
-254,-254,-58.1239,-58
-212,-212,-79.436,-79
-227,-227,-71.0954,-71
-261,-261,-68.6617,-68
-206,-206,-84.448,-84
-242,-242,-70.1939,-70
-321,-321,-34.9169,-34
-284,-284,-41.8333,-41
-219,-219,-113.835,-113
-270,-270,-120.959,-120
-240,-240,-87.7722,-87
-239,-239,-20.3035,-20
-217,-217,-61.1658,-61
-255,-255,-24.1564,-24
-247,-247,-26.2892,-26
-235,-235,-52.2768,-52
-264,-264,-51.8621,-51
-224,-224,-30.8787,-30
-240,-240,-19.3503,-19
-258,-258,-67.5627,-67
-288,-288,-104.283,-104
-223,-223,-86.8227,-86
-187,-187,-74.8947,-74
-241,-241,-76.5295,-76
-234,-234,-26.641,-26
-208,-208,-20.2616,-20
-245,-245,-74.3533,-74
-227,-227,-85.1556,-85
-201,-201,-72.4427,-72
-186,-186,-55.1359,-55
-233,-233,-76.8348,-76
-294,-294,-49.91,-49
-220,-220,-39.2906,-39
-203,-203,-52.2996,-52
-240,-240,-91.5527,-91
-276,-276,-108.8473,-108
-203,-203,-88.6404,-88
-200,-200,-103.659,-103
-218,-218,-83.9431,-83
-247,-247,-27.0071,-27
-209,-209,-74.8144,-74
-230,-230,-104.026,-104
-219,-219,-72.1708,-72
-219,-219,-80.2771,-80
-221,-221,-79.8152,-79
-229,-229,-44.8914,-44
-223,-223,-58.1933,-58
-191,-191,-68.1547,-68
-203,-203,-57.3882,-57
-237,-237,-85.9023,-85
-252,-252,-43.6997,-43
-230,-230,-58.4428,-58
-215,-215,-92.6676,-92
-225,-225,-37.7751,-37
-176,-176,-73.7456,-73
-164,-164,-153.1753,-153
-249,-249,-116.6808,-116
-258,-258,-51.5503,-51
-229,-229,-101.6173,-101
-269,-269,-71.6213,-71
-235,-235,-71.2532,-71
-222,-222,-50.2911,-50
-186,-186,-87.8195,-87
-232,-232,-80.3906,-80
-241,-241,-68.3516,-68
-211,-211,-97.0783,-97
-213,-213,-57.2109,-57
-232,-232,-73.5844,-73
-209,-209,-91.8549,-91
-198,-198,-121.3297,-121
-263,-263,-55.924,-55
-262,-262,-20.3204,-20
-272,-272,-74.5656,-74
-230,-230,-67.6906,-67
-212,-212,-42.551,-42
-235,-235,-79.6859,-79
-246,-246,-60.9771,-60
-210,-210,-35.0388,-35
-245,-245,-20.3589,-20
-243,-243,-67.7036,-67
-187,-187,-128.6254,-128
-250,-250,-55.0993,-55
-259,-259,-38.2776,-38
-203,-203,-75.2442,-75
-229,-229,-110.8243,-110
-261,-261,-37.7147,-37
-245,-245,-35.1558,-35
-213,-213,-53.1556,-53
-211,-211,-82.651,-82
-224,-224,-45.5593,-45
-198,-198,-66.0163,-66
-192,-192,-54.8467,-54
-253,-253,-55.4019,-55
-257,-257,-57.3385,-57
-248,-248,-65.4102,-65
-218,-218,-60.0087,-60
-230,-230,-27.8671,-27
-221,-221,-39.8134,-39
-242,-242,-74.0079,-74
-252,-252,-88.6329,-88
-245,-245,-67.2538,-67
-229,-229,-52.0615,-52
-245,-245,-61.6098,-61
-290,-290,-13.2948,-13
-197,-197,-0.8636,0
-138,-138,-85.0828,-85
-232,-232,-94.7879,-94
-280,-280,-66.6562,-66
-262,-262,-105.8765,-105
-212,-212,-72.3877,-72
-256,-256,-59.3424,-59
-228,-228,-23.6316,-23
-200,-200,-69.1439,-69
-219,-219,-78.3036,-78
-233,-233,-48.4626,-48
-242,-242,-50.027,-50
-249,-249,-69.5443,-69
-268,-268,-46.1817,-46
-244,-244,-34.8754,-34
-229,-229,-99.4772,-99
-260,-260,-99.3201,-99
-277,-277,-109.5894,-109
-261,-261,-66.6222,-66
-232,-232,-48.6438,-48
-255,-255,-71.845,-71
-240,-240,-82.1877,-82
-196,-196,-46.441,-46
-238,-238,-81.6664,-81
-246,-246,-79.6724,-79
-213,-213,-22.9063,-22
-211,-211,-85.0652,-85
-222,-222,-95.1148,-95
-253,-253,-39.1748,-39
-284,-284,-64.4084,-64
-233,-233,-95.8477,-95
-234,-234,-80.8013,-80
-241,-241,-48.6535,-48
-212,-212,-46.2938,-46
-188,-188,-58.8912,-58
-196,-196,-33.4274,-33
-205,-205,-27.0871,-27
-218,-218,-88.1926,-88
-236,-236,-92.0909,-92
-234,-234,-82.9703,-82
-197,-197,-52.8657,-52
-176,-176,-65.0226,-65
-241,-241,-56.3693,-56
-244,-244,-77.062,-77
-178,-178,-86.6515,-86
-215,-215,-79.4903,-79
-271,-271,-63.7211,-63
-261,-261,-79.8299,-79
-223,-223,-124.6645,-124
-226,-226,-32.3009,-32
-229,-229,26.6562,26
-226,-226,-66.0949,-66
-209,-209,-114.0816,-114
-240,-240,-96.5193,-96
-269,-269,-45.9096,-45
-209,-209,-90.5013,-90
-213,-213,-62.735,-62
-221,-221,-35.2327,-35
-204,-204,-53.6155,-53
-230,-230,-67.5351,-67
-241,-241,-76.9658,-76
-262,-262,-83.8593,-83
-250,-250,-102.5596,-102
-225,-225,-78.9161,-78
-261,-261,-63.9828,-63
-240,-240,-94.0689,-94
-261,-261,-111.1172,-111
-272,-272,-94.9812,-94
-259,-259,-66.5743,-66
-179,-179,-89.9426,-89
-252,-252,-74.5663,-74
-314,-314,-30.2482,-30
-254,-254,-72.7035,-72
-216,-216,-80.2278,-80
-257,-257,-47.2223,-47
-242,-242,-45.957,-45
-244,-244,-55.9906,-55
-255,-255,-86.847,-86
-290,-290,-118.492,-118
-246,-246,-67.0245,-67
-233,-233,-67.5625,-67
-249,-249,-74.7629,-74
-252,-252,-46.1263,-46
-209,-209,-22.1221,-22
-217,-217,-29.9017,-29
-229,-229,-39.201,-39
-213,-213,-52.2208,-52
-219,-219,-69.3335,-69
-202,-202,-67.3745,-67
-271,-271,-30.4319,-30
-226,-226,-9.8445,-9
-189,-189,-74.7247,-74
-243,-243,-77.788,-77
-233,-233,-11.4567,-11
-233,-233,-48.3152,-48
-191,-191,-104.517,-104
-243,-243,-94.7034,-94
-258,-258,-56.3928,-56
-197,-197,-58.8718,-58
-222,-222,-63.2167,-63
-221,-221,-60.9157,-60
-206,-206,-42.51,-42
-232,-232,-72.8646,-72
-265,-265,-102.114,-102
-262,-262,-42.7447,-42
-218,-218,-46.1224,-46
-203,-203,-54.5867,-54
-220,-220,-37.9552,-37
-212,-212,-63.6663,-63
-192,-192,-74.5403,-74
-218,-218,-95.4575,-95
-226,-226,-83.4044,-83
-206,-206,-58.2551,-58
-227,-227,-94.668,-94
-245,-245,-73.8668,-73
-209,-209,-94.5087,-94
-223,-223,-105.373,-105
-212,-212,-92.735,-92
-257,-257,-13.1282,-13
-241,-241,-85.8047,-85
-229,-229,-148.0618,-148
-247,-247,-88.6294,-88
-280,-280,-49.8874,-49
-250,-250,-90.7537,-90
-224,-224,-76.2401,-76
-240,-240,-78.2116,-78
-227,-227,-89.0417,-89
-190,-190,-123.724,-123
-235,-235,-79.3735,-79
-230,-230,-67.1838,-67
-237,-237,-83.178,-83
-230,-230,-86.1128,-86
-217,-217,-43.5725,-43
-271,-271,-51.7815,-51
-214,-214,-63.6519,-63
-210,-210,-47.5471,-47
-235,-235,-53.3595,-53
-236,-236,-36.1352,-36
-203,-203,-105.294,-105
-208,-208,-60.9064,-60
-228,-228,-24.1883,-24
-207,-207,-77.3445,-77
-197,-197,-67.4934,-67
-215,-215,-68.5253,-68
